2026-06-13 13:09:47,197 [INFO] (System): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 13:12:19,047 [INFO] (System): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 13:16:08,558 [INFO] (Hound): Executing SecOps AST Analysis...
2026-06-13 13:16:08,561 [INFO] (Schema-Cop): Validating Pydantic/Monorepo Coherence...
2026-06-13 13:16:08,562 [INFO] (Router): Perimeter clean. Clear to push.
2026-06-13 13:19:17,175 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 13:22:18,842 [INFO] (Hound): Executing SecOps AST Analysis...
2026-06-13 13:22:18,844 [INFO] (Schema-Cop): Validating Pydantic/Monorepo Coherence...
2026-06-13 13:22:18,844 [INFO] (Router): Perimeter clean. Clear to push.
2026-06-13 13:22:48,669 [INFO] (Pre-Flight): Local Ollama daemon is active and responding.
2026-06-13 13:22:50,762 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 13:25:13,845 [INFO] (Hound): Executing SecOps AST Analysis...
2026-06-13 13:25:13,847 [INFO] (Schema-Cop): Validating Pydantic/Monorepo Coherence...
2026-06-13 13:25:13,847 [INFO] (Router): Perimeter clean. Clear to push.
2026-06-13 14:25:26,174 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 17:59:49,688 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 17:59:49,727 [INFO] (Pre-Flight): Starting Sovereign Edge Webhook Relay on port 8000...
2026-06-13 18:01:19,372 [INFO] (Pre-Flight): Waking swarm for file: auth_routes.py (Thread: webhook-84c39b4d)
2026-06-13 18:01:19,445 [INFO] (Shield): Input validated safely: auth_routes.py (60 bytes).
2026-06-13 18:03:53,217 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 18:03:53,280 [INFO] (Pre-Flight): Starting Sovereign Edge Webhook Relay on port 8000...
2026-06-13 18:04:08,927 [INFO] (Pre-Flight): Waking swarm for file: auth_routes.py (Thread: webhook-9ae10a2c)
2026-06-13 18:04:09,057 [INFO] (Shield): Input validated safely: auth_routes.py (60 bytes).
2026-06-13 18:04:11,684 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 18:10:18,045 [ERROR] (Weaver): [858fe62c] Weaver Timeout: Execution exceeded 60 seconds.
2026-06-13 18:10:18,045 [INFO] (Weaver): [858fe62c] Node completed in 368.99s
2026-06-13 18:10:18,048 [INFO] (Hound): Executing SecOps AST Analysis...
2026-06-13 18:10:18,049 [INFO] (Hound): [858fe62c] Node completed in 0.00s
2026-06-13 18:10:18,052 [INFO] (Schema-Cop): Validating Pydantic/Monorepo Coherence...
2026-06-13 18:10:18,053 [INFO] (Schema-Cop): [858fe62c] Node completed in 0.00s
2026-06-13 18:10:18,053 [WARNING] (Router): [858fe62c] Agent crash detected. Aborting to prevent cascade failure.
2026-06-13 18:10:18,060 [INFO] (Router): Swarm execution complete for thread webhook-9ae10a2c
2026-06-13 19:40:31,757 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:40:31,825 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:41:19,493 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 19:46:35,972 [ERROR] (Weaver): [f4e1c406] Weaver Timeout: Execution exceeded 60 seconds.
2026-06-13 19:46:35,973 [INFO] (Weaver): [f4e1c406] Node completed in 364.15s
2026-06-13 19:46:35,989 [INFO] (Hound): Executing SecOps AST Analysis...
2026-06-13 19:46:35,991 [INFO] (Hound): [f4e1c406] Node completed in 0.01s
2026-06-13 19:46:35,994 [INFO] (Schema-Cop): Validating Pydantic/Monorepo Coherence...
2026-06-13 19:46:35,995 [INFO] (Schema-Cop): [f4e1c406] Node completed in 0.00s
2026-06-13 19:46:35,995 [WARNING] (Router): [f4e1c406] Agent crash detected. Aborting to prevent cascade failure.
2026-06-13 19:46:50,903 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:46:51,003 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:47:11,878 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:47:11,935 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:47:32,217 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 19:49:51,775 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:49:51,830 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:49:56,295 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 19:51:38,733 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:51:38,827 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:51:43,431 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 19:53:47,181 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:53:47,353 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:53:47,592 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/embed "HTTP/1.1 200 OK"
2026-06-13 19:53:49,978 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 19:54:52,748 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:54:52,811 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:54:53,132 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/embed "HTTP/1.1 200 OK"
2026-06-13 19:54:55,207 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 19:56:55,410 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:56:55,567 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
2026-06-13 19:56:56,035 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/embed "HTTP/1.1 200 OK"
2026-06-13 19:56:58,484 [INFO] (Weaver): HTTP Request: POST http://127.0.0.1:11434/api/chat "HTTP/1.1 200 OK"
2026-06-13 19:59:22,739 [INFO] (Pre-Flight): [OK] Local Ollama daemon is active and responding.
2026-06-13 19:59:22,940 [INFO] (Shield): Input validated safely: edge_auth.py (60 bytes).
